"","values","values0","values1","values2","values3","Sum","PosScore","NegScore","NeuScore","Sociability_dict","Sociability_dir","Morality_dict","Morality_dir","Ability_dict","Ability_dir","Agency_dict","Agency_dir","health_dict","health_dir","Status_dict","Status_dir","work_dict","work_dir_dummy","Politics_dict","Politics_dir","Religion_dict","Religion_dir","beliefsother_dict","beliefsother_dir_dummy","inhabitant_dict","country_dict","feeling_dict","relative_dict","clothing_dict","ordinariness_dict","ordinariness_dir","bodpart_dict","bodprop_dict","skin_dict","bodcov_dict","beauty_dict","beauty_dir","insults_dict","stem_dict","humanities_dict","art_dict","socialgroups_dict","Lacksknowledge_dict","fortune_dict"
"3711","accoutrement","accoutrement","accoutrement","accoutrement","accoutrement",1,0,0.38,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3712","accumulator","accumulator","accumulator","accumulator","accumulator",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3713","accurate","accurate","accurate","accurate","accurate",1,0.31,0,0.69,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3714","accuse","accuse","accuse","accuse","accuse",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3715","accustomed","accustomed","accustomed","accustomed","accustomed",1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3716","ace","ace","ace","ace","ace",1,0.12,0,0.88,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3718","acerbic","acerbic","acerbic","acerbic","acerbic",1,0,0.62,0.38,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3719","achiever","achiever","achiever","achiever","achiever",1,0.25,0,0.75,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3720","achondroplasia","achondroplasia","achondroplasia","achondroplasia","achondroplasia",1,0,0.5,0.5,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3725","acidemia","acidemia","acidemia","acidemia","acidemia",1,0,0.62,0.38,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3726","acidosis","acidosis","acidosis","acidosis","acidosi",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3728","acne","acne","acne","acne","acne",1,0,0.62,0.38,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3730","acne rosacea","acne rosacea","acnerosacea","acnerosacea","acnerosacea",1,0,0.38,0.62,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3731","acne vulgaris","acne vulgaris","acnevulgaris","acnevulgaris","acnevulgari",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3732","acolyte","acolyte","acolyte","acolyte","acolyte",1,0,0.38,0.62,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3733","acoustical","acoustical","acoustical","acoustical","acoustical",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"3734","acoustician","acoustician","acoustician","acoustician","acoustician",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"3735","acquaint","acquaint","acquaint","acquaint","acquaint",1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3736","acquire","acquire","acquire","acquire","acquire",1,0,0,1,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3738","acquired immune deficiency syndrome","acquired immune deficiency syndrome","acquiredimmunedeficiencysyndrome","acquiredimmunedeficiencysyndrome","acquiredimmunedeficiencysyndrome",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3739","acquirement","acquirement","acquirement","acquirement","acquirement",1,0.25,0,0.75,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3740","acquisition","acquisition","acquisition","acquisition","acquisition",1,0.25,0,0.75,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3741","acrid","acrid","acrid","acrid","acrid",1,0,0.62,0.38,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3744","acrimonious","acrimonious","acrimonious","acrimonious","acrimoniou",1,0.5,0.25,0.25,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3746","actinic keratosis","actinic keratosis","actinickeratosis","actinickeratosis","actinickeratosi",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3749","activewear","activewear","activewear","activewear","activewear",1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3750","actor","actor","actor","actor","actor",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3753","actress","actress","actress","actress","actres",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3754","actus reus","actus reus","actusreus","actusreus","actusreu",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3755","acuity","acuity","acuity","acuity","acuity",1,0.12,0,0.88,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3759","acute leukemia","acute leukemia","acuteleukemia","acuteleukemia","acuteleukemia",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3760","acute lymphoblastic leukemia","acute lymphoblastic leukemia","acutelymphoblasticleukemia","acutelymphoblasticleukemia","acutelymphoblasticleukemia",1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3761","acute lymphocytic leukemia","acute lymphocytic leukemia","acutelymphocyticleukemia","acutelymphocyticleukemia","acutelymphocyticleukemia",1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3762","acute myelocytic leukemia","acute myelocytic leukemia","acutemyelocyticleukemia","acutemyelocyticleukemia","acutemyelocyticleukemia",1,0.12,0.25,0.63,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3763","acute myeloid leukemia","acute myeloid leukemia","acutemyeloidleukemia","acutemyeloidleukemia","acutemyeloidleukemia",1,0.12,0.25,0.63,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3764","acuteness","acuteness","acuteness","acuteness","acutenes",1,0.25,0.06,0.69,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3765","acute pyelonephritis","acute pyelonephritis","acutepyelonephritis","acutepyelonephritis","acutepyelonephriti",1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3766","acute renal failure","acute renal failure","acuterenalfailure","acuterenalfailure","acuterenalfailure",1,0.12,0.38,0.5,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3767","adagio","adagio","adagio","adagio","adagio",1,0.38,0.12,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0
"3768","adaptability","adaptability","adaptability","adaptability","adaptability",1,0.25,0,0.75,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3769","adaptable","adaptable","adaptable","adaptable","adaptable",1,0,0,1,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3770","adapter","adapter","adapter","adapter","adapter",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,0,0
"3772","addict","addict","addict","addict","addict",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3773","addicted","addicted","addicted","addicted","addicted",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3774","address","address","address","address","addres",1,0.19,0,0.81,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"3775","adenocarcinoma","adenocarcinoma","adenocarcinoma","adenocarcinoma","adenocarcinoma",1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3777","adenoma","adenoma","adenoma","adenoma","adenoma",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3778","adenomatous polyp","adenomatous polyp","adenomatouspolyp","adenomatouspolyp","adenomatouspolyp",1,0,0,1,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3780","adenomyosis","adenomyosis","adenomyosis","adenomyosis","adenomyosi",1,0,0.25,0.75,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3781","adept","adept","adept","adept","adept",1,0.38,0,0.62,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3782","adeptness","adeptness","adeptness","adeptness","adeptnes",1,0.5,0,0.5,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3783","adequate","adequate","adequate","adequate","adequate",1,0,0,1,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3784","adipose","adipose","adipose","adipose","adipose",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"3788","adiposity","adiposity","adiposity","adiposity","adiposity",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
"3789","Aditya","aditya","aditya","aditya","aditya",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3790","adjudicate","adjudicate","adjudicate","adjudicate","adjudicate",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3791","adjudicator","adjudicator","adjudicator","adjudicator","adjudicator",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3792","adjuster","adjuster","adjuster","adjuster","adjuster",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3793","adjutant","adjutant","adjutant","adjutant","adjutant",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3794","adjutant general","adjutant general","adjutantgeneral","adjutantgeneral","adjutantgeneral",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3798","administrator","administrator","administrator","administrator","administrator",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3799","admiral","admiral","admiral","admiral","admiral",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3800","Adonis","adonis","adonis","adonis","adoni",1,0.25,0,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3801","adopter","adopter","adopter","adopter","adopter",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3802","adoptive parent","adoptive parent","adoptiveparent","adoptiveparent","adoptiveparent",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3803","adorability","adorability","adorability","adorability","adorability",1,0.5,0.12,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
"3804","adorable","adorable","adorable","adorable","adorable",1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
"3805","adorableness","adorableness","adorableness","adorableness","adorablenes",1,0.5,0.12,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
"3806","adroit","adroit","adroit","adroit","adroit",1,0.25,0,0.75,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3807","adroitness","adroitness","adroitness","adroitness","adroitnes",1,0.5,0,0.5,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3809","adulterer","adulterer","adulterer","adulterer","adulterer",1,0,0.5,0.5,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3810","adulteress","adulteress","adulteress","adulteress","adulteres",1,0,0.12,0.88,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3811","adultery","adultery","adultery","adultery","adultery",1,0.12,0,0.88,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3816","advanced","advanced","advanced","advanced","advanced",1,0.5,0,0.5,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3817","advantage","advantage","advantage","advantage","advantage",1,0.29,0,0.71,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3818","advantaged","advantaged","advantaged","advantage","advantaged",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3819","advantageous","advantageous","advantageous","advantageous","advantageou",1,0.62,0,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3820","Adventism","adventism","adventism","adventism","adventism",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3821","Adventist","adventist","adventist","adventist","adventist",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3822","advisability","advisability","advisability","advisability","advisability",1,0.62,0.25,0.13,0,NA,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3823","advisable","advisable","advisable","advisable","advisable",1,0.62,0,0.38,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3824","advised","advised","advised","advise","advise",1,0.5,0,0.5,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3825","advisor","advisor","advisor","advisor","advisor",1,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3826","advocate","advocate","advocate","advocate","advocate",1,0,0.06,0.94,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3828","aeon","aeon","aeon","aeon","aeon",1,0.12,0,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3832","aeromedical","aeromedical","aeromedical","aeromedical","aeromedical",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"3834","aeronaut","aeronaut","aeronaut","aeronaut","aeronaut",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3835","aeronautical","aeronautical","aeronautical","aeronautical","aeronautical",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"3836","aeronautical engineering","aeronautical engineering","aeronauticalengineering","aeronauticalengineering","aeronauticalengineering",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,0
"3839","Aesir","aesir","aesir","aesir","aesir",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3840","aesthetical","aesthetical","aesthetical","aesthetical","aesthetical",1,0.62,0,0.38,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
"3841","Aether","aether","aether","aether","aether",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3843","aetiological","aetiological","aetiological","aetiological","aetiological",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0
"3844","aetiology","aetiology","aetiology","aetiology","aetiology",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0
"3845","affability","affability","affability","affability","affability",1,0.25,0.12,0.63,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3847","affectation","affectation","affectation","affectation","affectation",1,0,0,1,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3849","affine","affine","affine","affine","affine",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3852","affliction","affliction","affliction","affliction","affliction",1,0,0.62,0.38,0,NA,0,NA,0,NA,0,NA,1,-1,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3853","affluence","affluence","affluence","affluence","affluence",1,0.25,0,0.75,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3854","affluent","affluent","affluent","affluent","affluent",1,0,0.12,0.88,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3856","afghanistan","afghanistan","afghanistan","afghanistan","afghanistan",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3858","Africa","africa","africa","africa","africa",1,0,0,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"3861","Afro","afro","afro","afro","afro",1,0.12,0.12,0.76,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,0,0
